#{"t_start": 1776884807.5384517, "env_id": "CarRacing-v3"}
r,l,t
-46.268657,1000,116.214978
-44.055944,1000,260.608506
-72.972973,1000,429.501276
-64.028777,1000,647.855635
-49.044586,1000,783.219779
-44.250871,1000,915.222426
-33.579336,1000,1112.374363
-64.179104,1000,1244.514556
-28.571429,1000,1379.273675
-37.086093,1000,1578.879903
-54.063604,1000,1714.343712
-29.765886,1000,1847.8088
-22.807018,1000,2046.052474
128.840125,1000,2176.259723
285.542169,1000,2311.909667
267.213115,1000,2501.227983
-26.910299,1000,2635.613824
-6.47482,1000,2767.363178
232.191781,1000,2958.126729
186.567164,1000,3093.084862
338.162544,1000,3230.049468
455.970149,1000,3393.438877
306.666667,1000,3530.68036
232.225914,1000,3667.418875
-11.764706,1000,3816.701999
