#{"t_start": 1776884807.574968, "env_id": "CarRacing-v3"}
r,l,t
-38.181818,1000,116.251465
-62.264151,1000,260.640193
-62.068966,1000,429.562162
-64.664311,1000,647.878022
-67.391304,1000,783.235263
-55.414013,1000,915.242297
-59.183673,1000,1112.405848
-54.022989,1000,1244.544229
-34.85342,1000,1379.297596
-31.654676,1000,1579.10285
-61.651917,1000,1714.361838
-30.599369,1000,1847.829128
-30.513595,1000,2046.081887
54.109589,1000,2176.276718
-14.893617,1000,2311.940329
62.54417,1000,2501.253877
64.473684,1000,2635.645915
-26.984127,1000,2767.412049
-21.383648,1000,2958.158727
425.6917,1000,3093.105854
302.730375,1000,3230.082637
462.091503,1000,3393.462363
138.53211,1000,3530.702852
150.0,1000,3667.45222
184.090909,1000,3816.76278
