#{"t_start": 1776890035.1470342, "env_id": "CarRacing-v3"}
r,l,t
-46.708464,1000,82.236631
-42.965779,1000,213.031459
-23.076923,1000,344.195021
-60.526316,1000,538.35206
-48.630137,1000,670.842533
-58.823529,1000,800.774389
-60.13289,1000,987.486195
-33.774834,1000,1120.050814
-48.096886,1000,1267.642179
-49.090909,1000,1457.813108
-49.820789,1000,1589.151021
-43.708609,1000,1723.437408
64.122137,1000,1961.334695
-29.530201,1000,2125.544674
-35.779817,1000,2304.320194
-31.740614,1000,2543.657444
-20.138889,1000,2710.866242
-28.082192,1000,2873.462561
-24.137931,1000,3094.460925
-16.083916,1000,3258.548355
-13.669065,1000,3424.228969
-23.58804,1000,3631.554492
-18.604651,1000,3796.485647
-26.174497,1000,3957.591273
-19.708029,1000,4118.250243
