#{"t_start": 1776890035.0654154, "env_id": "CarRacing-v3"}
r,l,t
-46.268657,1000,82.17333
-23.076923,1000,212.960138
-59.459459,1000,344.138124
-49.640288,1000,538.2851
-20.382166,1000,670.788259
-44.250871,1000,800.702237
-52.02952,1000,987.430304
-61.19403,1000,1119.978985
-39.849624,1000,1267.584792
-56.953642,1000,1457.782879
-57.597173,1000,1589.082859
-49.832776,1000,1723.375968
-29.824561,1000,1961.247992
-31.034483,1000,2125.465223
-15.662651,1000,2304.219959
-31.147541,1000,2543.56281
-26.910299,1000,2710.781954
-20.863309,1000,2873.367971
225.342466,1000,3094.384333
-34.328358,1000,3258.292702
-22.261484,1000,3424.133464
-25.373134,1000,3631.496722
223.333333,1000,3796.439994
248.837209,1000,3957.533586
-29.411765,1000,4118.18535
