#{"t_start": 1776796214.9449828, "env_id": "CarRacing-v3"}
r,l,t
-40.95941,1000,128.300702
-20.792079,1000,264.031236
-62.343096,1000,415.907571
-80.19802,1000,613.278105
-13.357401,1000,747.601943
-19.847328,1000,878.576052
140.924092,1000,1073.140042
242.857143,1000,1204.991853
-21.630094,1000,1338.88114
27.946128,1000,1530.54779
-25.566343,1000,1662.878171
131.543624,1000,1796.662099
11.111111,1000,1993.01513
78.451178,1000,2125.195552
75.182482,1000,2256.655609
-16.058394,1000,2452.353808
-32.692308,1000,2589.266955
229.588015,1000,2728.034758
34.228188,1000,2922.997809
211.258278,1000,3055.470793
109.836066,1000,3188.250036
68.421053,1000,3358.81367
573.228346,1000,3490.673506
293.220339,1000,3624.203067
-26.517572,1000,3780.814635
