#{"t_start": 1776796214.9101572, "env_id": "CarRacing-v3"}
r,l,t
-41.818182,1000,128.273457
-32.20339,1000,264.008894
-31.372549,1000,415.879883
-48.630137,1000,613.261065
189.855072,1000,747.581804
-34.306569,1000,878.555763
105.128205,1000,1073.117056
-93.066187,759,1184.724862
130.483271,1000,1318.651812
-35.37415,1000,1510.585276
61.764706,1000,1642.535737
-32.20339,1000,1751.558058
-40.993789,1000,1948.729432
-25.764192,1000,2080.782286
230.960854,1000,2212.500434
100.704225,1000,2406.749187
113.622291,1000,2542.876618
-35.153584,1000,2681.774275
-46.808511,1000,2878.821085
276.54321,1000,3011.270497
86.629526,1000,3143.7891
265.591398,1000,3276.263942
146.875,1000,3470.48612
331.818182,1000,3604.064932
261.21673,1000,3755.907772
