#{"t_start": 1776810264.257213, "env_id": "CarRacing-v3"}
r,l,t
-43.661972,1000,145.54378
-47.916667,1000,317.617438
17.283951,1000,490.91587
-36.666667,1000,713.088769
-43.217666,1000,884.820134
-28.838951,1000,1041.878892
-25.373134,1000,1295.625552
-23.913043,1000,1472.671567
-45.564865,808,1624.880044
-22.807018,1000,1886.463304
22.112211,1000,2047.1891
166.055046,1000,2221.733773
-31.15942,1000,2454.232994
366.898955,1000,2581.933974
278.472222,1000,2736.217232
377.966102,1000,2962.143845
322.222222,1000,3116.017888
307.624633,1000,3269.390849
359.546926,1000,3496.090927
372.727273,1000,3650.15946
652.767528,1000,3803.927441
497.122302,1000,3956.517305
197.87234,1000,4177.219837
68.316832,1000,4342.759616
126.11465,1000,4507.929034
