#{"t_start": 1776810264.236609, "env_id": "CarRacing-v3"}
r,l,t
-54.407295,1000,145.538061
-34.065934,1000,317.611671
-21.428571,1000,490.908529
-50.769231,1000,713.083839
14.695341,1000,884.810929
-29.328622,1000,1041.870495
-30.313589,1000,1295.618477
-22.222222,1000,1472.652671
-21.052632,1000,1647.264384
-20.863309,1000,1908.563617
517.100372,1000,2066.092261
466.901408,1000,2243.779849
259.322034,1000,2474.357733
157.668712,1000,2626.765497
112.034384,1000,2781.042798
643.772242,1000,3007.086436
536.70412,1000,3160.573878
413.513514,1000,3313.978366
76.895307,1000,3541.224615
366.257669,1000,3695.27172
468.0,1000,3848.644856
222.463768,1000,4043.415779
344.043321,1000,4198.372881
324.920128,1000,4367.203219
279.182156,1000,4530.13453
