#{"t_start": 1776617233.8382838, "env_id": "CarRacing-v3"}
r,l,t
-56.112853,1000,170.016967
-28.825623,1000,363.493222
-38.080495,1000,551.800838
-30.0,1000,854.2184
66.123779,1000,1083.185435
55.893536,1000,1307.111923
12.280702,1000,1640.919075
130.031949,1000,1893.592442
210.861423,1000,2128.337084
18.27957,1000,2479.819893
46.666667,1000,2711.565999
50.0,1000,2946.776531
48.275862,1000,3259.603658
106.081081,1000,3458.165395
231.147541,1000,3655.698206
386.792453,1000,3950.153039
293.081761,1000,4179.024222
286.029412,1000,4403.821521
10.726644,1000,4715.740744
398.281787,1000,4925.48621
340.12945,1000,5123.287541
167.148014,1000,5350.979512
377.272727,1000,5549.78651
51.750973,1000,5739.603233
235.820896,1000,5931.519224
