#{"t_start": 1777105444.0670948, "env_id": "CarRacing-v3"}
r,l,t
-40.239044,1000,128.753693
-17.218543,1000,282.788538
-12.21374,1000,437.704388
-25.423729,1000,634.959876
-25.0,1000,789.414644
37.096774,1000,942.740122
-12.350598,1000,1174.070935
-16.363636,1000,1327.759588
6.25,1000,1483.583714
239.622642,1000,1720.637532
169.503546,1000,1876.871095
87.265918,1000,2033.05077
210.469314,1000,2268.416631
325.373134,1000,2425.309606
36.054422,1000,2581.935773
340.273038,1000,2814.986527
394.117647,1000,2970.411554
622.972973,1000,3128.768312
254.304636,1000,3361.984536
896.415771,1000,3518.939787
595.081967,1000,3674.906545
398.381877,1000,3881.778092
916.0,840,4019.992424
434.350195,961,4172.372781
450.161812,1000,4330.111705
464.02439,1000,4569.294494
626.11465,1000,4726.907858
600.729927,1000,4885.069416
875.265018,1000,5124.427347
871.014493,1000,5280.626566
735.164835,1000,5436.746778
375.247525,1000,5666.706511
858.333333,1000,5824.958277
347.949527,1000,5982.694561
750.574713,1000,6189.933481
555.30303,1000,6348.830365
889.966555,1000,6508.210471
919.2,808,6713.788084
709.090909,1000,6871.613301
857.236842,1000,7030.877074
674.647887,1000,7192.771037
698.722045,1000,7424.744763
871.830986,1000,7584.155488
86.046512,1000,7744.58348
184.172662,1000,7984.170157
666.917293,1000,8140.282417
600.934579,1000,8298.232745
717.275748,1000,8516.640424
905.3,947,8669.472559
450.0,1000,8828.845819
739.721254,1000,9068.264845
382.539683,1000,9226.621098
904.7,953,9378.097328
854.545455,1000,9605.852927
93.771626,1000,9763.86461
245.394737,1000,9920.388373
650.0,1000,10159.353249
761.016949,1000,10318.263445
343.636364,1000,10475.87346
340.559441,1000,10715.106946
528.289474,1000,10872.5462
869.387755,1000,11031.943886
862.686567,1000,11272.746544
809.698997,1000,11432.964308
661.904762,1000,11571.41884
711.808118,1000,11730.297948
833.554817,1000,11970.438947
730.449827,1000,12129.680266
605.084746,1000,12288.907527
568.711656,1000,12530.752999
650.0,1000,12689.240081
481.560284,1000,12847.333605
566.666667,1000,13087.50729
507.142857,1000,13247.044075
446.357616,1000,13407.303722
683.505155,1000,13650.311427
707.272727,1000,13810.08405
462.162162,1000,13971.744481
554.205607,1000,14214.589108
777.55102,1000,14374.907302
783.636364,1000,14535.191296
835.483871,1000,14778.027498
861.403509,1000,14940.477303
500.0,1000,15101.542898
802.821317,1000,15340.236182
892.70073,1000,15499.095697
662.987013,1000,15637.777762
876.89769,1000,15878.878288
893.464052,1000,16039.841082
814.814815,1000,16198.821892
810.852713,1000,16358.615854
885.40146,1000,16593.202263
435.117057,1000,16754.46164
818.032787,1000,16914.967202
842.760943,1000,17157.80915
720.610687,1000,17315.332056
387.782051,636,17410.023308
852.205882,1000,17650.998118
861.832061,1000,17810.026199
832.624113,1000,17971.193364
586.83274,1000,18214.189195
836.567164,1000,18374.151735
392.537313,1000,18533.627455
704.270463,1000,18774.223577
855.271565,1000,18934.956967
852.727273,1000,19094.380758
886.577181,1000,19253.900086
475.471698,1000,19495.547663
874.169742,1000,19657.01143
868.503937,1000,19815.143602
821.052632,1000,20055.480855
60.375168,310,20091.499903
919.8,802,20228.042442
885.40146,1000,20387.862138
186.956522,1000,20618.945278
915.3,847,20738.885288
893.103448,1000,20900.63673
426.984127,1000,21144.927607
915.9,841,21286.876442
854.356846,1000,21446.396993
672.435897,1000,21689.767859
900.6,994,21851.113322
889.89899,1000,22010.619587
889.547038,1000,22243.884336
872.560976,1000,22402.993151
799.68652,1000,22563.118958
890.566038,1000,22722.400469
