#{"t_start": 1776897569.8537502, "env_id": "CarRacing-v3"}
r,l,t
-54.407295,1000,150.72596
-34.065934,1000,308.19764
-25.0,1000,464.14395
4.615385,1000,684.988695
18.27957,1000,834.796603
-43.462898,1000,984.383873
-51.219512,1000,1163.568116
-114.325926,885,1306.633272
-113.031579,855,1443.764721
-24.460432,1000,1633.295287
-21.933086,1000,1759.355854
-29.577465,1000,1909.806797
-22.033898,1000,2099.954968
-32.515337,1000,2252.112167
-28.366762,1000,2403.21911
-18.149466,1000,2610.258632
435.580524,1000,2764.922346
231.081081,1000,2918.651962
17.785199,556,3002.56023
-27.528221,718,3173.134713
456.0,1000,3327.153965
207.971014,1000,3482.796874
549.819495,1000,3648.995803
225.878594,1000,3802.53859
457.620818,1000,3956.409691
206.930693,1000,4167.932997
