#{"t_start": 1776897569.8177795, "env_id": "CarRacing-v3"}
r,l,t
-52.02952,1000,150.684575
-43.894389,1000,308.158324
-7.949791,1000,464.113554
-40.594059,1000,684.957615
-27.797834,1000,834.761084
-31.29771,1000,984.344259
-20.792079,1000,1163.530593
-130.206349,811,1299.450778
31.661442,1000,1450.537759
-29.292929,1000,1640.447933
-35.275081,1000,1792.006072
-22.818792,1000,1942.059508
-29.292929,1000,2132.735131
-22.558923,1000,2259.846065
60.583942,1000,2410.229614
283.211679,1000,2617.767373
137.179487,1000,2772.26672
-17.602996,1000,2926.403692
-28.816107,665,3046.711572
274.172185,1000,3245.901316
283.606557,1000,3376.341987
485.964912,1000,3530.682384
691.338583,1000,3721.557905
500.0,1000,3875.58123
93.939936,937,4022.100858
