#{"t_start": 1776897569.7512376, "env_id": "CarRacing-v3"}
r,l,t
-46.708464,1000,150.636285
-53.736655,1000,308.1287
-44.272446,1000,464.069103
-30.0,1000,684.92865
20.521173,1000,834.724115
-20.152091,1000,984.317668
-33.333333,1000,1163.481292
-42.492013,1000,1318.416684
-129.18427,967,1465.910818
-28.315412,1000,1655.793028
33.333333,1000,1807.704574
-31.25,1000,1958.35692
44.827586,1000,2148.440346
-29.054054,1000,2300.864225
-27.868852,1000,2452.416716
-13.207547,1000,2659.828273
277.358491,1000,2813.692829
388.970588,1000,2969.074989
-25.991696,645,3060.731699
171.477663,1000,3259.994952
424.271845,1000,3416.157999
286.281588,1000,3570.137506
381.060606,1000,3761.204433
-16.357977,721,3860.422343
366.41791,1000,4013.746287
