#{"t_start": 1776897569.7746801, "env_id": "CarRacing-v3"}
r,l,t
-41.818182,1000,150.649211
-49.152542,1000,308.143277
-31.372549,1000,464.083665
-28.082192,1000,684.941207
-27.536232,1000,834.734179
-34.306569,1000,984.320383
-32.692308,1000,1163.495622
-130.246043,879,1306.038265
-126.920446,865,1444.174804
-31.972789,1000,1633.801723
-37.5,1000,1759.830545
-28.813559,1000,1910.237098
64.596273,1000,2100.460529
83.406114,1000,2252.575129
-25.266904,1000,2403.690754
326.056338,1000,2610.739398
172.44582,1000,2765.39428
316.382253,1000,2919.133363
300.70922,1000,3074.197197
-8.260494,812,3254.134058
164.623955,1000,3410.264787
333.691756,1000,3564.21837
190.625,1000,3755.281503
322.077922,1000,3909.574292
52.091255,1000,4036.74312
