#{"t_start": 1777066527.18252, "env_id": "None"}
r,l,t
-38.18194,1000,139.469634
-49.253654,1000,139.469634
-40.959343,1000,139.469634
-34.54544,1000,139.469634
-45.288757,1000,139.469634
-29.57773,1000,139.469634
-40.438816,1000,139.469634
-16.334848,1000,139.469634
-49.152477,1000,286.576389
-33.566635,1000,286.576389
-50.494858,1000,286.576389
-52.829983,1000,286.576389
-45.05483,1000,286.576389
-54.860912,1000,286.576389
-50.570168,1000,286.576389
-50.33102,1000,286.576389
-67.319786,1000,433.525209
-59.459114,1000,433.525209
-49.79075,1000,433.525209
-58.62034,1000,433.527212
-53.571293,1000,433.527212
-59.87618,1000,433.527212
-40.171,1000,433.527212
-58.015015,1000,433.527212
-62.32842,1000,666.294339
-53.237232,1000,666.294339
-57.095394,1000,666.294339
-57.59684,1000,666.294339
-59.99964,1000,666.294339
-63.333,1000,666.294339
-63.81537,1000,666.294339
-66.10133,1000,666.294339
-63.767773,1000,834.082663
-68.1524,1000,834.082663
-60.288532,1000,834.082663
-63.767727,1000,834.082663
-60.57313,1000,834.082663
-71.6083,1000,834.082663
-69.17764,1000,834.082663
-68.74955,1000,834.082663
-52.554646,1000,1023.463013
-54.70357,1000,1023.463013
-58.015053,1000,1023.463013
-64.967804,1000,1023.463013
-61.130474,1000,1023.463013
-62.546505,1000,1023.463013
-61.764355,1000,1023.463013
-55.64493,1000,1023.463013
-67.94832,1000,1300.060763
-59.409298,1000,1300.060763
-63.696026,1000,1300.060763
-59.183437,1000,1300.060763
-58.187946,1000,1300.060763
-58.95496,1000,1300.060763
-63.45482,1000,1300.060763
-60.159107,1000,1300.060763
-133.6631,708,1445.445925
-142.79865,727,1447.890785
-141.1288,772,1453.670064
-135.96378,797,1456.974132
-148.26407,812,1458.88456
-142.22304,883,1466.491955
-157.47913,925,1471.154031
-63.767807,1000,1480.364198
-60.526054,1000,1631.664539
-58.4773,1000,1634.177877
-55.390182,1000,1640.153354
-62.499695,1000,1643.455094
-54.887062,1000,1645.414505
-57.65451,1000,1655.200276
-59.247406,1000,1661.54639
-49.806892,1000,1671.676519
-53.237274,1000,1885.454827
-56.363434,1000,1887.861538
-59.183426,1000,1917.883407
-62.263855,1000,1921.169156
-53.642258,1000,1923.043484
-56.834347,1000,1931.967874
-59.59571,1000,1937.804228
-61.403217,1000,1947.49486
-59.10757,1000,2066.043625
-53.40488,1000,2068.576046
-52.20578,1000,2102.389124
-53.90057,1000,2105.964836
-54.063473,1000,2108.100506
-52.80223,1000,2117.949281
-61.164764,1000,2124.386731
-47.194706,1000,2135.014925
-54.225204,1000,2258.533249
-47.019825,1000,2260.933076
-32.20341,1000,2266.70224
-40.074898,1000,2295.931601
-43.143826,1000,2298.09681
-58.990295,1000,2307.938562
-53.02001,1000,2313.647121
-38.838055,1000,2324.029299
-52.542267,1000,2493.457236
-4.5796146,1000,2496.068452
-28.571331,1000,2502.229353
-42.238247,1000,2505.943045
-36.842033,1000,2535.462636
-45.61927,1000,2543.677116
-42.760864,1000,2548.54497
-56.521545,1000,2558.002989
-57.055008,1000,2667.081271
-59.731304,1000,2669.271872
-43.231327,1000,2674.735596
-47.761185,1000,2677.784556
-65.51689,1000,2679.597419
-55.479298,1000,2714.67662
-59.595726,1000,2720.724801
-61.672195,1000,2732.044187
-42.693333,1000,2843.733367
-44.95403,1000,2846.078783
-28.825472,1000,2851.678596
15.647163,1000,2854.882001
-19.678305,1000,2856.794343
-32.623985,1000,2889.312359
31.38814,1000,2894.804855
-40.972084,1000,2904.781358
-32.384235,1000,3058.64206
-31.740528,1000,3061.066492
-33.098454,1000,3066.848655
-24.914528,1000,3070.123646
-34.426167,1000,3072.262318
51.944717,1000,3106.792999
-19.707603,1000,3112.492934
38.984238,1000,3122.219807
-17.602575,1000,3237.69594
-27.083158,1000,3240.327562
-31.888506,1000,3246.451252
-13.725026,1000,3250.030229
-26.910141,1000,3252.291066
64.47491,1000,3262.932663
-29.487047,1000,3294.285835
-14.814395,1000,3303.816516
-89.047966,678,3410.144282
-111.51437,867,3415.513326
-118.13257,970,3423.733731
-15.540124,1000,3425.639085
-112.858505,828,3426.098202
383.10568,1000,3438.395375
-20.862932,1000,3440.658249
-32.551205,1000,3495.375059
30.873718,1000,3592.90419
155.31812,1000,3597.381025
-17.240969,1000,3604.673458
62.45598,1000,3606.092465
-27.672731,1000,3606.521873
-27.152103,1000,3670.356507
-17.807825,1000,3672.494401
-25.566078,1000,3718.729969
62.25225,1000,3817.961354
69.753914,1000,3822.417709
379.01865,1000,3829.789301
38.038033,1000,3831.286296
-9.09032,1000,3831.722953
455.55206,1000,3842.962551
180.59375,1000,3844.8873
-23.636106,1000,3893.045327
-24.58987,1000,3999.807037
42.06253,1000,4004.096916
-20.862917,1000,4011.098397
-7.999364,1000,4012.497846
299.31424,1000,4012.911776
-1.6390455,1000,4023.818406
316.96027,1000,4025.702046
453.50198,1000,4072.721617
22.808159,1000,4170.344856
233.3292,1000,4174.808033
82.72503,1000,4182.011016
52.17448,1000,4183.37179
390.19247,1000,4183.785499
262.45688,1000,4194.605031
426.11627,1000,4196.582422
497.1213,1000,4299.018419
285.823,1000,4418.97635
218.74643,1000,4423.448056
419.37634,1000,4430.616038
318.76868,1000,4432.045805
65.137924,1000,4432.472897
79.59147,1000,4443.387688
309.99728,1000,4445.349429
240.42188,1000,4469.135063
483.04675,1000,4590.745826
322.0745,1000,4595.319144
520.8046,1000,4602.481619
206.70525,1000,4603.903528
215.7851,1000,4604.308131
545.9228,1000,4614.910824
202.32144,1000,4616.829034
65.01735,1000,4639.989419
250.92719,772,4722.132004
-51.512085,961,4759.066749
484.6602,1000,4759.473104
290.50647,1000,4771.193121
59.851868,1000,4772.568445
236.56552,1000,4783.684837
241.1724,1000,4785.616894
221.65216,1000,4809.48778
-3.1535034,571,4933.669296
165.32272,826,4964.958421
681.6173,1000,4972.101352
602.61926,1000,5021.54819
213.52719,1000,5022.918305
125.60574,1000,5033.616379
329.93277,1000,5035.532852
158.78174,1000,5058.837113
601.7538,1000,5103.831123
301.2306,1000,5135.172071
220.75313,1000,5142.489851
288.0498,792,5144.763294
291.60446,1000,5192.751451
275.79242,1000,5205.265174
383.0735,1000,5207.153029
908.6055,914,5219.987011
209.50455,686,5274.320917
844.2462,1000,5274.969618
33.551758,1000,5306.288164
41.81945,1000,5315.704918
457.11218,845,5320.968964
874.4574,1000,5376.31618
545.3935,1000,5378.280826
63.640106,705,5386.164335
326.78677,1000,5391.129633
264.7754,1000,5526.542239
458.43842,1000,5557.789185
770.37775,1000,5566.879258
422.57605,1000,5572.162274
912.50555,875,5588.458499
537.1871,868,5620.963851
206.66241,1000,5629.660005
52.028305,1000,5642.475682
260.13574,1000,5674.752977
368.74612,1000,5728.840937
322.21863,1000,5738.281511
295.34497,1000,5743.532323
905.5044,945,5753.017312
710.7285,1000,5791.701436
863.7143,1000,5800.437389
745.0228,1000,5813.099071
733.33844,1000,5845.460718
70.81833,1000,5898.479452
677.77997,1000,5907.372144
254.38196,1000,5912.529565
72.16094,1000,5921.639757
688.10657,1000,5961.008411
256.66437,1000,5969.839336
635.6335,1000,5983.036324
438.7411,1000,6016.066316
463.79575,1000,6137.753727
305.9662,1000,6146.845112
268.92838,1000,6152.078412
698.6793,1000,6161.350371
698.66077,1000,6176.801227
33.575348,1000,6208.679971
55.89441,1000,6221.255378
856.9961,1000,6253.848632
457.86093,1000,6308.306398
668.4262,1000,6317.518608
38.57808,1000,6322.909094
674.3099,1000,6332.381431
628.76086,1000,6348.656274
731.4669,1000,6380.479765
91.12466,1000,6393.302679
418.51492,1000,6426.736642
62.57717,1000,6481.148688
675.20013,1000,6490.207564
317.5401,1000,6495.354632
511.9916,1000,6504.683856
570.1793,1000,6520.568959
83.33213,1000,6552.383587
510.91196,1000,6564.964034
858.0219,1000,6597.20305
863.6425,1000,6735.606485
330.462,1000,6744.897877
503.39023,1000,6750.435447
562.844,1000,6760.758783
762.966,1000,6777.595017
904.5027,955,6781.108557
717.1704,1000,6826.027502
644.3407,1000,6861.362916
662.06036,1000,6920.497396
309.93384,1000,6930.341967
461.0517,1000,6936.118302
593.1844,1000,6946.368199
212.70256,1000,6963.301229
407.64142,1000,6966.599496
150.79091,1000,7012.128331
501.47174,1000,7048.289539
521.2624,1000,7111.904743
328.13046,1000,7122.723316
390.12823,1000,7128.428518
629.10223,1000,7137.322176
476.9201,1000,7152.317724
421.735,1000,7155.406276
268.41696,1000,7202.794659
673.85724,1000,7241.961452
361.968,1000,7300.946025
597.9901,1000,7311.957773
144.89662,1000,7390.82186
335.24805,1000,7400.560086
619.4312,1000,7414.960591
164.8076,1000,7417.828654
673.6538,1000,7459.453486
32.014565,1000,7492.768638
489.82642,1000,7548.165807
81.46608,1000,7557.422951
902.10626,979,7560.113195
442.4202,1000,7571.989114
809.0922,1000,7587.694896
653.9948,1000,7590.9615
60.279266,1000,7633.273169
19.742197,1000,7666.766706
642.33215,1000,7723.468896
748.37885,1000,7732.805703
781.36,1000,7735.587385
751.9756,1000,7747.772323
460.6519,1000,7763.795499
643.33417,1000,7766.972798
638.9942,1000,7785.822353
247.97346,1000,7842.45685
662.23804,1000,7874.900528
214.36761,1000,7908.02596
598.7172,1000,7910.663847
692.2564,1000,7922.756998
608.77216,1000,8029.098322
565.496,1000,8032.27841
374.18994,1000,8050.967953
60.715034,1000,8106.996879
178.8064,1000,8139.559186
303.4054,1000,8172.653845
54.868576,1000,8175.272933
43.77124,1000,8187.09122
100.71473,1000,8202.807758
625.69324,1000,8205.991068
625.9787,1000,8224.548299
616.1269,1000,8281.769085
339.85895,1000,8315.239727
485.03085,1000,8348.358216
563.0034,1000,8351.187093
403.51654,1000,8363.256142
124.33582,1000,8379.075455
