#{"t_start": 1777041532.2923217, "env_id": "CarRacing-v3"}
r,l,t
-46.708464,1000,115.752132
-50.570342,1000,241.765633
-18.803419,1000,367.31514
-53.947368,1000,519.137977
-17.808219,1000,642.984199
-38.235294,1000,766.310875
-23.58804,1000,932.167454
82.119205,1000,1056.016304
34.948097,1000,1176.357127
238.181818,1000,1350.865921
50.537634,1000,1472.142904
82.119205,1000,1595.415499
71.755725,1000,1759.841088
175.167785,1000,1883.346753
230.275229,1000,2008.521526
408.532423,1000,2194.295213
691.666667,1000,2325.102621
591.780822,1000,2450.262178
541.37931,1000,2643.498314
347.552448,1000,2773.050245
245.323741,1000,2901.538391
-33.554817,1000,3055.763959
179.069767,1000,3179.560961
698.657718,1000,3304.452431
710.218978,1000,3429.825164
262.745098,1000,3618.953461
281.118881,1000,3743.348692
346.540881,1000,3867.766667
590.322581,1000,4058.019993
494.684385,1000,4182.236091
440.350877,1000,4306.940625
547.249191,1000,4501.565213
585.393258,1000,4630.47395
436.842105,1000,4757.652029
452.542373,1000,4946.56854
302.640264,1000,5072.513913
603.947368,1000,5198.694887
706.122449,1000,5387.559665
906.8,932,5507.905008
540.677966,1000,5615.004213
611.538462,1000,5805.603102
860.176991,1000,5932.072458
471.428571,1000,6057.314487
529.87013,1000,6248.646892
860.431655,1000,6375.402524
281.818182,1000,6500.752517
201.222222,461,6559.975887
396.480282,670,6692.072532
148.717949,1000,6818.877328
184.492547,448,6879.510532
779.245283,1000,7008.412735
430.107692,623,7113.283903
726.855124,1000,7240.192829
194.822222,525,7305.270254
427.777778,1000,7430.273088
546.04811,1000,7598.784232
272.239748,1000,7724.509145
841.558442,1000,7851.574388
892.857143,1000,8040.502329
870.29703,1000,8166.293627
233.333333,1000,8293.354616
657.475083,1000,8476.494323
556.028369,1000,8608.166177
203.127152,579,8681.690576
875.862069,1000,8813.021811
189.90228,1000,8999.530732
827.797834,1000,9131.296283
390.963855,1000,9262.273284
860.159363,1000,9457.654905
820.972644,1000,9588.691428
809.42029,1000,9722.108692
790.459364,1000,9920.126909
859.322034,1000,10052.893152
336.137072,1000,10186.260458
924.5,755,10339.1594
918.3,817,10455.976828
506.870229,1000,10589.332298
908.4,916,10694.288173
886.15917,1000,10892.867152
252.750809,1000,11027.061434
922.3,777,11146.9057
889.323843,1000,11342.47152
927.6,724,11425.525014
203.468208,1000,11553.102669
869.178082,1000,11679.681617
889.619377,1000,11870.924515
881.684982,1000,11996.897394
368.852459,1000,12122.795063
613.286713,1000,12312.757912
347.761194,1000,12438.645268
877.358491,1000,12565.074847
875.265018,1000,12759.146735
903.0,970,12883.240804
922.2,778,12971.739552
872.307692,1000,13165.959573
6.358503,400,13222.077124
868.152866,1000,13353.410974
924.7,753,13439.830353
917.5,825,13613.625579
556.15142,1000,13740.900456
872.318339,1000,13866.593136
930.1,699,13947.686657
881.751825,1000,14137.44605
875.088968,1000,14263.845292
839.393939,1000,14390.208724
219.050847,641,14521.220075
886.928105,1000,14647.172233
508.870968,1000,14773.261312
932.3,677,14871.989713
661.764706,1000,15061.892382
868.085106,1000,15187.747494
930.8,692,15268.393569
886.111111,1000,15456.884472
905.4,946,15578.308733
386.175862,622,15651.641989
485.858586,1000,15777.279932
388.448845,1000,15962.235175
598.757764,1000,16095.43927
820.886076,1000,16227.645576
882.578397,1000,16420.50985
847.368421,1000,16548.19883
868.085106,1000,16675.931509
323.357664,1000,16867.26166
882.638889,1000,16975.364578
530.824373,1000,17102.75528
886.710963,1000,17292.758246
928.0,720,17394.699696
792.086331,1000,17522.566555
855.719557,1000,17721.53384
595.364238,1000,17852.263857
841.176471,1000,17978.440158
858.174905,1000,18108.305533
